,,Subject,,,659,
,,Protocol,,,Level_8 v2,
,,Type,,,Master,
,,Channel,,,8,
,,Master,,,,
,,Date,,,2025-12-12,
,,Time,,,17:50:37,570,
,,Clock,,,5,
,,Time Warp,,,1x,
2651,887,240,Reg,13,Accuracy,   73,034,
2652,887,240,Reg,14,Omission,    0,000,
2653,887,575,Input,35,Off1A3,,
2654,887,940,Input,1,On1A1,,
2655,887,940,Exit,1,MagEntry,1,
2656,887,940,Entry,2,ITI2sec,,
2657,889,255,Input,33,Off1A1,,
2658,889,945,Exit,2,ITI2sec,Time,
2659,889,945,Entry,3,RandomHole,,
2660,889,955,Exit,3,RandomHole,Time,
2661,889,955,List,,Pseudo1a5,   12,000,
2662,889,955,Entry,12,hole4,,
2663,889,955,Reg,12,HoleNumber,    4,000,
2664,890,715,Input,2,On1A2,,
2665,890,715,Input,3,On1A3,,
2666,890,715,Exit,12,hole4,3,
2667,890,715,Entry,17,CorrectResp,,
2668,890,715,Reg,3,ComptCR,   71,000,
2669,890,715,Reg,6,Reward,   71,000,
2670,890,715,Reg,8,CptReward,   66,000,
2671,890,715,Reg,1,ComptOmision,    0,000,
2672,890,720,Exit,17,CorrectResp,Time,
2673,890,720,Entry,1,MagEntry,,
2674,890,720,Reg,2,ComptNbessai,   90,000,
2675,890,720,Reg,13,Accuracy,   73,333,
2676,890,720,Reg,14,Omission,    0,000,
2677,891,380,Input,34,Off1A2,,
2678,891,380,Input,35,Off1A3,,
2679,891,725,Input,1,On1A1,,
2680,891,725,Exit,1,MagEntry,1,
2681,891,725,Entry,2,ITI2sec,,
2682,892,715,Input,33,Off1A1,,
2683,893,726,Exit,2,ITI2sec,Time,
2684,893,726,Entry,3,RandomHole,,
2685,893,740,Exit,3,RandomHole,Time,
2686,893,740,List,,Pseudo1a5,    6,000,
2687,893,740,Entry,6,hole1,,
2688,893,740,Reg,12,HoleNumber,    1,000,
2689,894,305,Input,2,On1A2,,
2690,894,305,Exit,6,hole1,2,
2691,894,305,Entry,17,CorrectResp,,
2692,894,305,Reg,3,ComptCR,   72,000,
2693,894,305,Reg,6,Reward,   72,000,
2694,894,305,Reg,8,CptReward,   67,000,
2695,894,305,Reg,1,ComptOmision,    0,000,
2696,894,310,Exit,17,CorrectResp,Time,
2697,894,310,Entry,1,MagEntry,,
2698,894,310,Reg,2,ComptNbessai,   91,000,
2699,894,310,Reg,13,Accuracy,   73,626,
2700,894,310,Reg,14,Omission,    0,000,
2701,894,645,Input,34,Off1A2,,
2702,895,110,Input,1,On1A1,,
2703,895,110,Exit,1,MagEntry,1,
2704,895,110,Entry,2,ITI2sec,,
2705,897,080,Input,33,Off1A1,,
2706,897,115,Exit,2,ITI2sec,Time,
2707,897,115,Entry,3,RandomHole,,
2708,897,125,Exit,3,RandomHole,Time,
2709,897,125,List,,Pseudo1a5,   12,000,
2710,897,125,Entry,12,hole4,,
2711,897,125,Reg,12,HoleNumber,    4,000,
2712,898,125,Exit,12,hole4,Time,
2713,898,125,Entry,13,Holdhole4,,
2714,898,440,Input,2,On1A2,,
2715,898,440,Input,3,On1A3,,
2716,898,440,Exit,13,Holdhole4,3,
2717,898,440,Entry,17,CorrectResp,,
2718,898,440,Reg,3,ComptCR,   73,000,
2719,898,440,Reg,6,Reward,   73,000,
2720,898,440,Reg,8,CptReward,   68,000,
2721,898,440,Reg,1,ComptOmision,    0,000,
2722,898,445,Exit,17,CorrectResp,Time,
2723,898,445,Entry,1,MagEntry,,
2724,898,445,Reg,2,ComptNbessai,   92,000,
2725,898,445,Reg,13,Accuracy,   73,913,
2726,898,445,Reg,14,Omission,    0,000,
2727,899,105,Input,34,Off1A2,,
2728,899,105,Input,35,Off1A3,,
2729,899,675,Input,1,On1A1,,
2730,899,675,Exit,1,MagEntry,1,
2731,899,675,Entry,2,ITI2sec,,
2732,900,665,Input,33,Off1A1,,
2733,901,680,Exit,2,ITI2sec,Time,
2734,901,680,Entry,3,RandomHole,,
2735,901,690,Exit,3,RandomHole,Time,
2736,901,690,List,,Pseudo1a5,    6,000,
2737,901,690,Entry,6,hole1,,
2738,901,690,Reg,12,HoleNumber,    1,000,
2739,902,490,Input,2,On1A2,,
2740,902,490,Exit,6,hole1,2,
2741,902,490,Entry,17,CorrectResp,,
2742,902,490,Reg,3,ComptCR,   74,000,
2743,902,490,Reg,6,Reward,   74,000,
2744,902,490,Reg,8,CptReward,   69,000,
2745,902,490,Reg,1,ComptOmision,    0,000,
2746,902,495,Exit,17,CorrectResp,Time,
2747,902,495,Entry,1,MagEntry,,
2748,902,495,Reg,2,ComptNbessai,   93,000,
2749,902,495,Reg,13,Accuracy,   74,194,
2750,902,495,Reg,14,Omission,    0,000,
2751,902,830,Input,34,Off1A2,,
2752,903,400,Input,1,On1A1,,
2753,903,400,Exit,1,MagEntry,1,
2754,903,400,Entry,2,ITI2sec,,
2755,904,715,Input,33,Off1A1,,
2756,905,405,Exit,2,ITI2sec,Time,
2757,905,405,Entry,3,RandomHole,,
2758,905,415,Exit,3,RandomHole,Time,
2759,905,415,List,,Pseudo1a5,   14,000,
2760,905,415,Entry,14,hole5,,
2761,905,415,Reg,12,HoleNumber,    5,000,
2762,906,415,Exit,14,hole5,Time,
2763,906,415,Entry,15,Holdhole5,,
2764,906,560,Input,3,On1A3,,
2765,906,560,Input,4,On1A4,,
2766,906,560,Exit,15,Holdhole5,4,
2767,906,560,Entry,17,CorrectResp,,
2768,906,560,Reg,3,ComptCR,   75,000,
2769,906,560,Reg,6,Reward,   75,000,
2770,906,560,Reg,8,CptReward,   70,000,
2771,906,560,Reg,1,ComptOmision,    0,000,
2772,906,565,Exit,17,CorrectResp,Time,
2773,906,565,Entry,1,MagEntry,,
2774,906,565,Reg,2,ComptNbessai,   94,000,
2775,906,565,Reg,13,Accuracy,   74,468,
2776,906,565,Reg,14,Omission,    0,000,
2777,906,900,Input,35,Off1A3,,
2778,906,900,Input,36,Off1A4,,
2779,906,985,Input,3,On1A3,,
2780,906,985,Input,4,On1A4,,
2781,907,325,Input,35,Off1A3,,
2782,907,325,Input,36,Off1A4,,
2783,907,680,Input,1,On1A1,,
2784,907,680,Exit,1,MagEntry,1,
2785,907,680,Entry,2,ITI2sec,,
2786,908,020,Input,33,Off1A1,,
2787,908,035,Input,1,On1A1,,
2788,909,025,Input,33,Off1A1,,
2789,909,685,Exit,2,ITI2sec,Time,
2790,909,685,Entry,3,RandomHole,,
2791,909,695,Exit,3,RandomHole,Time,
2792,909,695,List,,Pseudo1a5,    8,000,
2793,909,695,Entry,8,hole2,,
2794,909,695,Reg,12,HoleNumber,    2,000,
2795,910,565,Input,3,On1A3,,
2796,910,565,Exit,8,hole2,3,
2797,910,565,Entry,17,CorrectResp,,
2798,910,565,Reg,3,ComptCR,   76,000,
2799,910,565,Reg,6,Reward,   76,000,
2800,910,565,Reg,8,CptReward,   71,000,
2801,910,565,Reg,1,ComptOmision,    0,000,
2802,910,570,Exit,17,CorrectResp,Time,
2803,910,570,Entry,1,MagEntry,,
2804,910,570,Reg,2,ComptNbessai,   95,000,
2805,910,570,Reg,13,Accuracy,   74,737,
2806,910,570,Reg,14,Omission,    0,000,
2807,910,905,Input,35,Off1A3,,
2808,911,700,Input,1,On1A1,,
2809,911,700,Exit,1,MagEntry,1,
2810,911,700,Entry,2,ITI2sec,,
2811,913,665,Input,33,Off1A1,,
2812,913,705,Exit,2,ITI2sec,Time,
2813,913,705,Entry,3,RandomHole,,
2814,913,715,Exit,3,RandomHole,Time,
2815,913,715,List,,Pseudo1a5,   14,000,
2816,913,715,Entry,14,hole5,,
2817,913,715,Reg,12,HoleNumber,    5,000,
2818,914,715,Exit,14,hole5,Time,
2819,914,715,Entry,15,Holdhole5,,
2820,915,485,Input,3,On1A3,,
2821,915,485,Input,4,On1A4,,
2822,915,485,Exit,15,Holdhole5,4,
2823,915,485,Entry,17,CorrectResp,,
2824,915,485,Reg,3,ComptCR,   77,000,
2825,915,485,Reg,6,Reward,   77,000,
2826,915,485,Reg,8,CptReward,   72,000,
2827,915,485,Reg,1,ComptOmision,    0,000,
2828,915,490,Exit,17,CorrectResp,Time,
2829,915,490,Entry,1,MagEntry,,
2830,915,490,Reg,2,ComptNbessai,   96,000,
2831,915,490,Reg,13,Accuracy,   75,000,
2832,915,490,Reg,14,Omission,    0,000,
2833,916,150,Input,35,Off1A3,,
2834,916,150,Input,36,Off1A4,,
2835,916,895,Input,1,On1A1,,
2836,916,895,Exit,1,MagEntry,1,
2837,916,895,Entry,2,ITI2sec,,
2838,917,885,Input,33,Off1A1,,
2839,918,900,Exit,2,ITI2sec,Time,
2840,918,900,Entry,3,RandomHole,,
2841,918,910,Exit,3,RandomHole,Time,
2842,918,910,List,,Pseudo1a5,   14,000,
2843,918,910,Entry,14,hole5,,
2844,918,910,Reg,12,HoleNumber,    5,000,
2845,919,285,Input,3,On1A3,,
2846,919,285,Input,4,On1A4,,
2847,919,285,Exit,14,hole5,4,
2848,919,285,Entry,17,CorrectResp,,
2849,919,285,Reg,3,ComptCR,   78,000,
2850,919,285,Reg,6,Reward,   78,000,
2851,919,285,Reg,8,CptReward,   73,000,
2852,919,285,Reg,1,ComptOmision,    0,000,
2853,919,290,Exit,17,CorrectResp,Time,
2854,919,290,Entry,1,MagEntry,,
2855,919,290,Reg,2,ComptNbessai,   97,000,
2856,919,290,Reg,13,Accuracy,   75,258,
2857,919,290,Reg,14,Omission,    0,000,
2858,919,955,Input,35,Off1A3,,
2859,919,955,Input,36,Off1A4,,
2860,920,275,Input,1,On1A1,,
2861,920,275,Exit,1,MagEntry,1,
2862,920,275,Entry,2,ITI2sec,,
2863,921,590,Input,33,Off1A1,,
2864,922,280,Exit,2,ITI2sec,Time,
2865,922,280,Entry,3,RandomHole,,
2866,922,290,Exit,3,RandomHole,Time,
2867,922,290,List,,Pseudo1a5,   10,000,
2868,922,290,Entry,10,hole3,,
2869,922,290,Reg,12,HoleNumber,    3,000,
2870,923,035,Input,4,On1A4,,
2871,923,035,Exit,10,hole3,4,
2872,923,035,Entry,17,CorrectResp,,
2873,923,035,Reg,3,ComptCR,   79,000,
2874,923,035,Reg,6,Reward,   79,000,
2875,923,035,Reg,8,CptReward,   74,000,
2876,923,035,Reg,1,ComptOmision,    0,000,
2877,923,040,Exit,17,CorrectResp,Time,
2878,923,040,Entry,1,MagEntry,,
2879,923,040,Reg,2,ComptNbessai,   98,000,
2880,923,040,Reg,13,Accuracy,   75,510,
2881,923,040,Reg,14,Omission,    0,000,
2882,923,375,Input,36,Off1A4,,
2883,924,255,Input,1,On1A1,,
2884,924,255,Exit,1,MagEntry,1,
2885,924,255,Entry,2,ITI2sec,,
2886,925,570,Input,33,Off1A1,,
2887,926,260,Exit,2,ITI2sec,Time,
2888,926,260,Entry,3,RandomHole,,
2889,926,270,Exit,3,RandomHole,Time,
2890,926,270,List,,Pseudo1a5,    6,000,
2891,926,270,Entry,6,hole1,,
2892,926,270,Reg,12,HoleNumber,    1,000,
2893,927,270,Exit,6,hole1,Time,
2894,927,270,Entry,7,Holdhole1,,
2895,927,435,Input,2,On1A2,,
2896,927,435,Exit,7,Holdhole1,2,
2897,927,435,Entry,17,CorrectResp,,
2898,927,435,Reg,3,ComptCR,   80,000,
2899,927,435,Reg,6,Reward,   80,000,
2900,927,435,Reg,8,CptReward,   75,000,
2901,927,435,Reg,1,ComptOmision,    0,000,
2902,927,440,Exit,17,CorrectResp,Time,
2903,927,440,Entry,1,MagEntry,,
2904,927,440,Reg,2,ComptNbessai,   99,000,
2905,927,440,Reg,13,Accuracy,   75,758,
2906,927,440,Reg,14,Omission,    0,000,
2907,928,100,Input,34,Off1A2,,
2908,928,660,Input,1,On1A1,,
2909,928,660,Exit,1,MagEntry,1,
2910,928,660,Entry,2,ITI2sec,,
2911,929,975,Input,33,Off1A1,,
2912,930,665,Exit,2,ITI2sec,Time,
2913,930,665,Entry,3,RandomHole,,
2914,930,675,Exit,3,RandomHole,Time,
2915,930,675,List,,Pseudo1a5,   10,000,
2916,930,675,Entry,10,hole3,,
2917,930,675,Reg,12,HoleNumber,    3,000,
2918,931,675,Exit,10,hole3,Time,
2919,931,675,Entry,11,Holdhole3,,
2920,931,680,Exit,11,Holdhole3,,
2921,931,680,Entry,16,Omission,,
2922,931,680,Reg,1,ComptOmision,    1,000,
2923,931,680,Reg,9,Omision,   22,000,
2924,931,690,Exit,16,Omission,Time,
2925,931,690,Entry,5,TimeOut,,
2926,936,695,Exit,5,TimeOut,Time,
2927,936,695,Entry,1,MagEntry,,
2928,936,695,Reg,2,ComptNbessai,  100,000,
2929,936,695,Reg,13,Accuracy,   75,000,
2930,936,695,Reg,14,Omission,    0,000,
2931,937,020,Input,1,On1A1,,
2932,937,020,Exit,1,MagEntry,1,
2933,937,020,Entry,2,ITI2sec,,
2934,937,685,Input,33,Off1A1,,
2935,939,025,Exit,2,ITI2sec,Time,
2936,939,025,Entry,3,RandomHole,,
2937,939,035,Exit,3,RandomHole,Time,
2938,939,035,List,,Pseudo1a5,   10,000,
2939,939,035,Entry,10,hole3,,
2940,939,035,Reg,12,HoleNumber,    3,000,
2941,940,035,Exit,10,hole3,Time,
2942,940,035,Entry,11,Holdhole3,,
2943,940,040,Exit,11,Holdhole3,,
2944,940,040,Entry,16,Omission,,
2945,940,040,Reg,1,ComptOmision,    2,000,
2946,940,040,Reg,9,Omision,   23,000,
2947,940,050,Input,4,On1A4,,
2948,940,050,Exit,16,Omission,Time,
2949,940,050,Entry,5,TimeOut,,
2950,940,390,Input,36,Off1A4,,
2951,945,055,Exit,5,TimeOut,Time,
2952,945,055,Entry,1,MagEntry,,
2953,945,055,Reg,2,ComptNbessai,  101,000,
2954,945,055,Reg,13,Accuracy,   74,257,
2955,945,055,Reg,14,Omission,    0,000,
2956,946,225,Input,1,On1A1,,
2957,946,225,Exit,1,MagEntry,1,
2958,946,225,Entry,2,ITI2sec,,
2959,946,886,Input,33,Off1A1,,
2960,948,230,Exit,2,ITI2sec,Time,
2961,948,230,Entry,3,RandomHole,,
2962,948,240,Exit,3,RandomHole,Time,
2963,948,240,List,,Pseudo1a5,   12,000,
2964,948,240,Entry,12,hole4,,
2965,948,240,Reg,12,HoleNumber,    4,000,
2966,948,560,Input,2,On1A2,,
2967,948,560,Input,3,On1A3,,
2968,948,560,Exit,12,hole4,3,
2969,948,560,Entry,17,CorrectResp,,
2970,948,560,Reg,3,ComptCR,   81,000,
2971,948,560,Reg,6,Reward,   81,000,
2972,948,560,Reg,8,CptReward,   76,000,
2973,948,560,Reg,1,ComptOmision,    0,000,
2974,948,565,Exit,17,CorrectResp,Time,
2975,948,565,Entry,1,MagEntry,,
2976,948,565,Reg,2,ComptNbessai,  102,000,
2977,948,565,Reg,13,Accuracy,   74,510,
2978,948,565,Reg,14,Omission,    0,000,
2979,948,900,Input,34,Off1A2,,
2980,948,900,Input,35,Off1A3,,
2981,949,225,Input,1,On1A1,,
2982,949,225,Exit,1,MagEntry,1,
2983,949,225,Entry,2,ITI2sec,,
2984,950,870,Input,33,Off1A1,,
2985,951,230,Exit,2,ITI2sec,Time,
2986,951,230,Entry,3,RandomHole,,
2987,951,240,Exit,3,RandomHole,Time,
2988,951,240,List,,Pseudo1a5,    8,000,
2989,951,240,Entry,8,hole2,,
2990,951,240,Reg,12,HoleNumber,    2,000,
2991,952,025,Input,3,On1A3,,
2992,952,025,Exit,8,hole2,3,
2993,952,025,Entry,17,CorrectResp,,
2994,952,025,Reg,3,ComptCR,   82,000,
2995,952,025,Reg,6,Reward,   82,000,
2996,952,025,Reg,8,CptReward,   77,000,
2997,952,025,Reg,1,ComptOmision,    0,000,
2998,952,030,Exit,17,CorrectResp,Time,
2999,952,030,Entry,1,MagEntry,,
3000,952,030,Reg,2,ComptNbessai,  103,000,
3001,952,030,Reg,13,Accuracy,   74,757,
3002,952,030,Reg,14,Omission,    0,000,
3003,952,365,Input,35,Off1A3,,
3004,952,440,Input,2,On1A2,,
3005,952,775,Input,34,Off1A2,,
3006,952,915,Input,2,On1A2,,
3007,953,250,Input,34,Off1A2,,
3008,954,815,Input,1,On1A1,,
3009,954,815,Exit,1,MagEntry,1,
3010,954,815,Entry,2,ITI2sec,,
3011,955,155,Input,33,Off1A1,,
3012,956,820,Exit,2,ITI2sec,Time,
3013,956,820,Entry,3,RandomHole,,
3014,956,830,Exit,3,RandomHole,Time,
3015,956,830,List,,Pseudo1a5,   12,000,
3016,956,830,Entry,12,hole4,,
3017,956,830,Reg,12,HoleNumber,    4,000,
3018,957,125,Input,2,On1A2,,
3019,957,125,Input,3,On1A3,,
3020,957,125,Exit,12,hole4,3,
3021,957,125,Entry,17,CorrectResp,,
3022,957,125,Reg,3,ComptCR,   83,000,
3023,957,125,Reg,6,Reward,   83,000,
3024,957,125,Reg,8,CptReward,   78,000,
3025,957,125,Reg,1,ComptOmision,    0,000,
3026,957,130,Exit,17,CorrectResp,Time,
3027,957,130,Entry,1,MagEntry,,
3028,957,130,Reg,2,ComptNbessai,  104,000,
3029,957,130,Reg,13,Accuracy,   75,000,
3030,957,130,Reg,14,Omission,    0,000,
3031,957,465,Input,34,Off1A2,,
3032,957,465,Input,35,Off1A3,,
3033,958,065,Input,1,On1A1,,
3034,958,065,Exit,1,MagEntry,1,
3035,958,065,Entry,2,ITI2sec,,
3036,959,385,Input,33,Off1A1,,
3037,960,070,Exit,2,ITI2sec,Time,
3038,960,070,Entry,3,RandomHole,,
3039,960,081,Exit,3,RandomHole,Time,
3040,960,081,List,,Pseudo1a5,   10,000,
3041,960,081,Entry,10,hole3,,
3042,960,081,Reg,12,HoleNumber,    3,000,
3043,960,765,Input,4,On1A4,,
3044,960,765,Exit,10,hole3,4,
3045,960,765,Entry,17,CorrectResp,,
3046,960,765,Reg,3,ComptCR,   84,000,
3047,960,765,Reg,6,Reward,   84,000,
3048,960,765,Reg,8,CptReward,   79,000,
3049,960,765,Reg,1,ComptOmision,    0,000,
3050,960,770,Exit,17,CorrectResp,Time,
3051,960,770,Entry,1,MagEntry,,
3052,960,770,Reg,2,ComptNbessai,  105,000,
3053,960,770,Reg,13,Accuracy,   75,238,
3054,960,770,Reg,14,Omission,    0,000,
3055,961,105,Input,36,Off1A4,,
3056,962,015,Input,1,On1A1,,
3057,962,015,Exit,1,MagEntry,1,
3058,962,015,Entry,2,ITI2sec,,
3059,963,005,Input,33,Off1A1,,
3060,964,020,Exit,2,ITI2sec,Time,
3061,964,020,Entry,3,RandomHole,,
3062,964,030,Exit,3,RandomHole,Time,
3063,964,030,List,,Pseudo1a5,   10,000,
3064,964,030,Entry,10,hole3,,
3065,964,030,Reg,12,HoleNumber,    3,000,
3066,964,960,Input,4,On1A4,,
3067,964,960,Exit,10,hole3,4,
3068,964,960,Entry,17,CorrectResp,,
3069,964,960,Reg,3,ComptCR,   85,000,
3070,964,960,Reg,6,Reward,   85,000,
3071,964,960,Reg,8,CptReward,   80,000,
3072,964,960,Reg,1,ComptOmision,    0,000,
3073,964,965,Exit,17,CorrectResp,Time,
3074,964,965,Entry,1,MagEntry,,
3075,964,965,Reg,2,ComptNbessai,  106,000,
3076,964,965,Reg,13,Accuracy,   75,472,
3077,964,965,Reg,14,Omission,    0,000,
3078,965,295,Input,36,Off1A4,,
3079,965,790,Input,1,On1A1,,
3080,965,790,Exit,1,MagEntry,1,
3081,965,790,Entry,2,ITI2sec,,
3082,967,430,Input,33,Off1A1,,
3083,967,795,Exit,2,ITI2sec,Time,
3084,967,795,Entry,3,RandomHole,,
3085,967,805,Exit,3,RandomHole,Time,
3086,967,805,List,,Pseudo1a5,    8,000,
3087,967,805,Entry,8,hole2,,
3088,967,805,Reg,12,HoleNumber,    2,000,
3089,968,755,Input,3,On1A3,,
3090,968,755,Exit,8,hole2,3,
3091,968,755,Entry,17,CorrectResp,,
3092,968,755,Reg,3,ComptCR,   86,000,
3093,968,755,Reg,6,Reward,   86,000,
3094,968,755,Reg,8,CptReward,   81,000,
3095,968,755,Reg,1,ComptOmision,    0,000,
3096,968,760,Exit,17,CorrectResp,Time,
3097,968,760,Entry,1,MagEntry,,
3098,968,760,Reg,2,ComptNbessai,  107,000,
3099,968,760,Reg,13,Accuracy,   75,701,
3100,968,760,Reg,14,Omission,    0,000,
3101,969,090,Input,35,Off1A3,,
3102,969,890,Input,1,On1A1,,
3103,969,890,Exit,1,MagEntry,1,
3104,969,890,Entry,2,ITI2sec,,
3105,971,530,Input,33,Off1A1,,
3106,971,895,Exit,2,ITI2sec,Time,
3107,971,895,Entry,3,RandomHole,,
3108,971,905,Exit,3,RandomHole,Time,
3109,971,905,List,,Pseudo1a5,   12,000,
3110,971,905,Entry,12,hole4,,
3111,971,905,Reg,12,HoleNumber,    4,000,
3112,972,905,Exit,12,hole4,Time,
3113,972,905,Entry,13,Holdhole4,,
3114,972,960,Input,2,On1A2,,
3115,972,960,Input,3,On1A3,,
3116,972,960,Exit,13,Holdhole4,3,
3117,972,960,Entry,17,CorrectResp,,
3118,972,960,Reg,3,ComptCR,   87,000,
3119,972,960,Reg,6,Reward,   87,000,
3120,972,960,Reg,8,CptReward,   82,000,
3121,972,960,Reg,1,ComptOmision,    0,000,
3122,972,966,Exit,17,CorrectResp,Time,
3123,972,966,Entry,1,MagEntry,,
3124,972,966,Reg,2,ComptNbessai,  108,000,
3125,972,966,Reg,13,Accuracy,   75,926,
3126,972,966,Reg,14,Omission,    0,000,
3127,974,275,Input,34,Off1A2,,
3128,974,275,Input,35,Off1A3,,
3129,975,295,Input,1,On1A1,,
3130,975,295,Exit,1,MagEntry,1,
3131,975,295,Entry,2,ITI2sec,,
3132,975,960,Input,33,Off1A1,,
3133,977,300,Exit,2,ITI2sec,Time,
3134,977,300,Entry,3,RandomHole,,
3135,977,310,Exit,3,RandomHole,Time,
3136,977,310,List,,Pseudo1a5,    8,000,
3137,977,310,Entry,8,hole2,,
3138,977,310,Reg,12,HoleNumber,    2,000,
3139,978,311,Exit,8,hole2,Time,
3140,978,311,Entry,9,Holdhole2,,
3141,979,315,Exit,9,Holdhole2,Time,
3142,979,315,Entry,16,Omission,,
3143,979,315,Reg,1,ComptOmision,    1,000,
3144,979,315,Reg,9,Omision,   24,000,
3145,979,325,Exit,16,Omission,Time,
3146,979,325,Entry,5,TimeOut,,
3147,984,330,Exit,5,TimeOut,Time,
3148,984,330,Entry,1,MagEntry,,
3149,984,330,Reg,2,ComptNbessai,  109,000,
3150,984,330,Reg,13,Accuracy,   75,229,
3151,984,330,Reg,14,Omission,    0,000,
3152,986,911,Input,1,On1A1,,
3153,986,911,Exit,1,MagEntry,1,
3154,986,911,Entry,2,ITI2sec,,
3155,987,575,Input,33,Off1A1,,
3156,988,915,Exit,2,ITI2sec,Time,
3157,988,915,Entry,3,RandomHole,,
3158,988,925,Exit,3,RandomHole,Time,
3159,988,925,List,,Pseudo1a5,   12,000,
3160,988,925,Entry,12,hole4,,
3161,988,925,Reg,12,HoleNumber,    4,000,
3162,989,545,Input,2,On1A2,,
3163,989,545,Input,3,On1A3,,
3164,989,545,Exit,12,hole4,3,
3165,989,545,Entry,17,CorrectResp,,
3166,989,545,Reg,3,ComptCR,   88,000,
3167,989,545,Reg,6,Reward,   88,000,
3168,989,545,Reg,8,CptReward,   83,000,
3169,989,545,Reg,1,ComptOmision,    0,000,
3170,989,550,Exit,17,CorrectResp,Time,
3171,989,550,Entry,1,MagEntry,,
3172,989,550,Reg,2,ComptNbessai,  110,000,
3173,989,550,Reg,13,Accuracy,   75,455,
3174,989,550,Reg,14,Omission,    0,000,
3175,989,885,Input,34,Off1A2,,
3176,989,885,Input,35,Off1A3,,
3177,990,665,Input,1,On1A1,,
3178,990,665,Exit,1,MagEntry,1,
3179,990,665,Entry,2,ITI2sec,,
3180,991,655,Input,33,Off1A1,,
3181,992,670,Exit,2,ITI2sec,Time,
3182,992,670,Entry,3,RandomHole,,
3183,992,680,Exit,3,RandomHole,Time,
3184,992,680,List,,Pseudo1a5,   14,000,
3185,992,680,Entry,14,hole5,,
3186,992,680,Reg,12,HoleNumber,    5,000,
3187,993,395,Input,3,On1A3,,
3188,993,395,Input,4,On1A4,,
3189,993,395,Exit,14,hole5,4,
3190,993,395,Entry,17,CorrectResp,,
3191,993,395,Reg,3,ComptCR,   89,000,
3192,993,395,Reg,6,Reward,   89,000,
3193,993,395,Reg,8,CptReward,   84,000,
3194,993,395,Reg,1,ComptOmision,    0,000,
3195,993,400,Exit,17,CorrectResp,Time,
3196,993,400,Entry,1,MagEntry,,
3197,993,400,Reg,2,ComptNbessai,  111,000,
3198,993,400,Reg,13,Accuracy,   75,676,
3199,993,400,Reg,14,Omission,    0,000,
3200,993,730,Input,35,Off1A3,,
3201,993,730,Input,36,Off1A4,,
3202,994,160,Input,1,On1A1,,
3203,994,160,Exit,1,MagEntry,1,
3204,994,160,Entry,2,ITI2sec,,
3205,995,475,Input,33,Off1A1,,
3206,996,165,Exit,2,ITI2sec,Time,
3207,996,165,Entry,3,RandomHole,,
3208,996,175,Exit,3,RandomHole,Time,
3209,996,175,List,,Pseudo1a5,   14,000,
3210,996,175,Entry,14,hole5,,
3211,996,175,Reg,12,HoleNumber,    5,000,
3212,996,570,Input,3,On1A3,,
3213,996,570,Input,4,On1A4,,
3214,996,570,Exit,14,hole5,4,
3215,996,570,Entry,17,CorrectResp,,
3216,996,570,Reg,3,ComptCR,   90,000,
3217,996,570,Reg,6,Reward,   90,000,
3218,996,570,Reg,8,CptReward,   85,000,
3219,996,570,Reg,1,ComptOmision,    0,000,
3220,996,575,Exit,17,CorrectResp,Time,
3221,996,575,Entry,1,MagEntry,,
3222,996,575,Reg,2,ComptNbessai,  112,000,
3223,996,575,Reg,13,Accuracy,   75,893,
3224,996,575,Reg,14,Omission,    0,000,
3225,997,235,Input,35,Off1A3,,
3226,997,235,Input,36,Off1A4,,
3227,997,500,Input,1,On1A1,,
3228,997,500,Exit,1,MagEntry,1,
3229,997,500,Entry,2,ITI2sec,,
3230,998,820,Input,33,Off1A1,,
3231,999,505,Exit,2,ITI2sec,Time,
3232,999,505,Entry,3,RandomHole,,
3233,999,515,Exit,3,RandomHole,Time,
3234,999,515,List,,Pseudo1a5,    8,000,
3235,999,515,Entry,8,hole2,,
3236,999,515,Reg,12,HoleNumber,    2,000,
3237,1000,305,Input,3,On1A3,,
3238,1000,305,Exit,8,hole2,3,
3239,1000,305,Entry,17,CorrectResp,,
3240,1000,305,Reg,3,ComptCR,   91,000,
3241,1000,305,Reg,6,Reward,   91,000,
3242,1000,305,Reg,8,CptReward,   86,000,
3243,1000,305,Reg,1,ComptOmision,    0,000,
3244,1000,310,Exit,17,CorrectResp,Time,
3245,1000,310,Entry,1,MagEntry,,
3246,1000,310,Reg,2,ComptNbessai,  113,000,
3247,1000,310,Reg,13,Accuracy,   76,106,
3248,1000,310,Reg,14,Omission,    0,000,
3249,1000,640,Input,4,On1A4,,
3250,1000,645,Input,35,Off1A3,,
3251,1000,975,Input,36,Off1A4,,
3252,1001,480,Input,1,On1A1,,
3253,1001,480,Exit,1,MagEntry,1,
3254,1001,480,Entry,2,ITI2sec,,
3255,1002,795,Input,33,Off1A1,,
3256,1003,485,Exit,2,ITI2sec,Time,
3257,1003,485,Entry,3,RandomHole,,
3258,1003,495,Exit,3,RandomHole,Time,
3259,1003,495,List,,Pseudo1a5,    8,000,
3260,1003,495,Entry,8,hole2,,
3261,1003,495,Reg,12,HoleNumber,    2,000,
3262,1004,385,Input,3,On1A3,,
3263,1004,385,Exit,8,hole2,3,
3264,1004,385,Entry,17,CorrectResp,,
3265,1004,385,Reg,3,ComptCR,   92,000,
3266,1004,385,Reg,6,Reward,   92,000,
3267,1004,385,Reg,8,CptReward,   87,000,
3268,1004,385,Reg,1,ComptOmision,    0,000,
